1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	4	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	14	0	0	
0	0	0	0	0	0	0	0	0	12	0	
0	0	0	0	0	0	0	17	0	0	103	
ath-MIR156a-3p*	151	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	1	0	0	0	0	0	0	
0	0	0	0	1	4	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	2	
0	0	0	0	0	0	0	1	1	0	9	
0	0	0	0	0	0	0	0	7	7	10	
0	0	0	0	5	0	0	15	0	51	231	
0	0	2	1	8	16	1	0	78	10	227	
ath-MIR156a-5p	695	0
1	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	3	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	
0	0	1	0	0	5	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	6	0	1	54	7	
0	0	0	1	0	0	1	48	3	4	218	
ath-MIR156b-3p*	359	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	1	0	0	0	0	0	0	
0	0	0	0	1	4	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	2	
0	0	0	0	0	0	0	1	1	0	5	
0	0	0	0	0	0	0	0	7	7	10	
0	0	0	0	5	0	0	15	0	51	231	
0	0	2	1	8	16	1	0	78	10	227	
ath-MIR156b-5p	691	0
1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	35	0	0	
0	0	0	0	0	0	0	0	0	13	0	
0	0	0	4	0	0	0	4	0	1	29	
ath-MIR156c-3p*	87	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	1	0	0	0	0	0	0	
0	0	0	0	1	4	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	2	
0	0	0	0	0	0	0	1	1	0	9	
0	0	0	0	0	0	0	0	7	7	10	
0	0	0	0	5	0	0	15	0	51	231	
0	0	2	1	8	16	1	0	78	10	227	
ath-MIR156c-5p	695	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	6	0	0	
0	0	0	0	0	0	0	12	0	0	1	
1	2	0	0	0	0	0	0	0	0	1	
ath-MIR156d-3p*	23	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	1	0	0	0	0	0	0	
0	0	0	0	1	4	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	2	
0	0	0	0	0	0	0	1	1	0	9	
0	0	0	0	0	0	0	0	7	7	10	
0	0	0	0	5	0	0	15	0	51	231	
0	0	2	1	8	16	1	0	78	10	227	
ath-MIR156d-5p	695	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	1	0	0	0	0	0	0	
0	0	0	0	1	4	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	90	
0	0	0	0	0	0	0	1	1	0	9	
0	0	0	0	0	0	0	0	7	7	10	
0	0	0	0	5	0	0	15	0	51	231	
0	0	2	1	8	16	1	0	78	10	227	
ath-MIR156e	783	0
0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	6	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	
0	0	0	0	0	0	0	0	0	0	5	
ath-MIR156f-3p*	14	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	1	0	0	0	0	0	0	
0	0	0	0	1	4	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	90	
0	0	0	0	0	0	0	1	1	0	9	
0	0	0	0	0	0	0	0	7	7	10	
0	0	0	0	5	0	0	15	0	51	231	
0	0	2	1	8	16	1	0	78	10	227	
ath-MIR156f-5p	783	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	37	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	2	4	
0	0	0	0	0	0	0	0	0	0	6	
ath-MIR156g	50	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	4	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	2	0	0	1	0	
0	0	0	0	0	0	0	6	0	0	2	
0	0	0	9	2	0	10	0	23	6	0	
ath-MIR156h	68	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	4	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
